,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,speaker
20,20,-398.59592,47.451427,9.475687,16.672827,-3.0950234,3.4116273,-4.7080336,-0.9163883,-8.339695,0.31649944,-6.1537175,-0.7308328,-9.885189,-0.9433753,-3.988459,-10.406058,-1.6660496,-9.027971,-4.9554443,-6.8725767,-5.163175,-4.700719,-0.7883734,-0.30157012,0.5241786,-0.2177718,-1.6584744,-3.2416706,-2.965987,0.70431167,3.6864498,4.495524,4.0919337,2.5981047,0.11326869,0.6055659,-0.9099369,-0.39847586,-1.4417864,-0.34641787,1
21,0,-424.09518,52.485077,18.782385,16.898788,4.8730865,4.7921696,-1.9896017,-0.25305152,-5.846754,0.70615524,-3.7241254,-1.2023945,-5.200604,-1.6509746,-2.678068,-5.898338,-1.4461187,-4.462193,-4.171465,-5.6278615,-3.2834218,-5.307618,-2.4119604,-2.478563,-2.6145039,-0.50777584,-0.74369365,-0.044559304,-0.6408067,-1.3094096,-0.39376765,-1.0925355,-1.6242387,-1.097811,-2.2138455,-1.3665054,-1.3248756,-0.08401518,1.5086917,2.3427472,1
22,1,-437.69684,56.193516,21.704893,15.214045,2.0726385,3.566322,-5.2032104,-3.3589709,-9.785261,-1.6038677,-4.0883684,-1.914651,-5.508856,-1.8264887,-2.8290815,-6.241131,-3.2888799,-5.9829407,-5.606765,-5.710328,-3.4321208,-6.0592637,-1.9576443,-2.1221416,-1.7269974,-0.8577773,-1.595578,-1.5894943,-2.4357426,-2.3763483,-1.382019,-2.0905633,-2.3605764,-1.4962132,-2.9012077,-1.4397554,-0.9825854,0.11412195,0.6880658,1.7787521,1
23,2,-431.92883,46.152817,12.916808,14.465375,2.3191452,4.7622457,-3.3957655,-0.9688251,-8.040655,-0.917904,-6.269949,-1.980843,-5.4013915,-1.2591395,-2.8791397,-6.3900747,-0.9918625,-5.382944,-5.4149895,-5.4596677,-3.0556505,-6.0349345,-2.6784015,-1.9461949,-1.3438752,-0.21661095,-0.71288294,-0.23020048,-1.2258459,-2.5974774,-1.7735487,-2.7344346,-3.0186737,-1.8610691,-2.5057256,-0.36438558,0.29500076,1.6476659,2.3951488,1.9469178,1
24,3,-378.3556,74.600494,29.559547,16.303595,-0.41271833,-0.020387385,-4.933027,-2.2878985,-9.877734,-2.90847,-5.8084674,-4.1793756,-7.821981,-3.193349,-4.2655244,-6.9118953,-3.674994,-7.878001,-6.652451,-8.03281,-4.364927,-4.3455143,-0.9091466,-0.5454821,-0.5385309,-0.68520343,-1.5845845,-2.194996,-2.760404,-2.3739476,-2.807611,-2.8364651,-3.4118953,-2.292868,-2.4802458,-0.86923844,-0.22997653,0.7923575,1.6333781,1.3990016,1
25,4,-406.91965,61.92781,25.680658,18.106737,3.8705754,2.3451016,-5.39022,-3.3459222,-7.676175,-1.8554827,-5.5924573,-3.99686,-6.8251133,-3.3123155,-5.2946997,-6.297726,-3.8885682,-5.995623,-2.9936154,-5.10833,-2.596147,-2.7427573,-3.0910697,-2.4053571,-2.2491832,-3.3213754,-2.246983,-2.3597484,-3.177426,-2.0755234,-1.0809042,-1.6489481,-1.8464231,-2.353956,-2.7819443,-2.2724082,-1.8645926,-1.1558405,-0.46860132,0.3468918,1
26,5,-399.1846,64.49104,20.424623,11.650071,2.5199652,4.9162645,-4.0157475,-0.88209474,-5.3474965,-0.13009982,-4.3217134,-2.0412827,-4.853919,-2.961605,-3.5321608,-5.8398075,-3.3032746,-5.385163,-3.0817153,-2.803682,-1.4597758,-3.950309,-2.647643,-3.0608194,-3.1009147,-3.2856393,-3.1651406,-2.8581893,-3.802431,-3.2121902,-2.7390509,-3.2544518,-3.3134933,-2.229695,-2.2187471,-1.613984,-0.5730553,0.6256659,1.2179408,2.1524231,1
27,6,-424.43524,69.8252,26.328798,19.74094,7.695909,4.500366,-5.504852,-3.9289405,-5.222104,-1.4896111,-6.925671,-4.471412,-6.2054873,-4.3700886,-5.1439223,-6.8725348,-4.216923,-6.554237,-5.483358,-5.230446,-3.853369,-5.0756755,-2.4872587,-4.555252,-3.9826427,-3.3020673,-2.8240309,-0.22085619,0.03624244,1.2255481,0.41065192,-1.3493596,-2.3264596,-2.5521686,-1.6563721,-0.7155518,-2.6364663,-1.3480799,-1.2912229,-1.4663587,1
28,7,-438.11435,50.57976,13.698188,9.835866,-4.2466774,0.3201967,-7.0423884,-5.26054,-9.751262,-2.3752367,-1.7869451,-1.6483114,-7.6965904,-3.145863,-4.7991605,-7.395068,-3.525041,-7.2457814,-5.7525945,-5.2769227,-1.5130581,-1.749048,0.8983484,-0.035850056,0.39314047,0.2366635,-1.755757,-1.0389462,-2.7808251,-2.7738628,-1.7981484,-3.46377,-3.460009,-3.171009,-3.1310136,-1.0106281,-0.24330021,1.6576315,2.894671,4.685989,1
29,8,-422.6697,52.38634,10.1163645,11.14505,-2.0025086,2.3937955,-5.8979797,-3.8240542,-8.640631,-2.2633796,-4.340521,-2.9627144,-6.6260643,-2.0157754,-4.617737,-6.9221053,-1.7126298,-5.647958,-4.940486,-5.908857,-2.793987,-3.862855,-1.4582767,-0.4177921,-0.35468632,-0.5439044,-1.0861816,-0.41763246,-1.3010592,-1.1385928,-0.21202545,-1.6722234,-1.1008477,-0.63022816,-1.4912524,-0.36038315,-0.6450388,0.8694754,0.83537817,1.8371003,1
30,9,-419.65588,46.972557,10.426243,11.279725,-1.1696439,0.3406149,-4.605604,-5.0878863,-7.0662932,-3.1597505,-5.540547,-3.4037523,-7.5017605,-2.3148403,-4.7303233,-7.854418,-3.1035573,-6.7654576,-4.6659913,-5.134354,-3.6422985,-3.4497635,-1.0401479,-1.105622,-0.7570215,-0.48073405,-0.8768158,0.49746656,0.32600862,2.0332453,2.7176013,1.9761916,0.8751525,-1.0642169,-1.6014557,-1.1202755,-1.4187242,-0.8148029,-1.0446575,-1.4145851,1
31,10,-410.5051,40.41972,9.412056,11.669676,-0.5524987,2.6110222,-3.4765766,-2.0065951,-6.5105433,-1.7025986,-3.1542463,-0.32124606,-6.225138,-0.72211915,-2.960288,-6.031799,-1.5107034,-6.2671084,-4.4630213,-5.4784527,-4.252905,-5.174694,-2.199791,-2.5702698,-1.8457078,-0.024461893,0.11184387,0.9288525,0.22998434,0.19955814,-0.6065879,-1.7438136,-0.15488897,0.9234337,1.8529302,3.4686444,1.1029022,-0.31127074,-1.7694249,-1.2155881,1
32,11,-413.07062,42.223286,7.9017477,8.830102,-3.5389926,0.16377963,-6.16734,-5.488704,-7.9952497,-2.6826923,-4.6294117,-2.1195235,-8.008766,-3.022263,-3.903681,-7.856575,-2.393403,-5.861899,-4.32848,-4.499622,-2.9704328,-3.01506,0.0485618,0.3169827,0.8557781,1.0855474,0.4368394,0.4237973,-1.2207527,-0.9841305,-0.0015666374,-0.01672023,0.7978299,1.2332033,0.82354623,0.896513,-1.8161948,-2.1850781,-3.0745957,-1.2678725,1
33,12,-403.20306,38.13422,7.8427424,8.55083,-2.6805007,1.1779921,-3.418558,-3.3817148,-6.886788,-2.7841108,-4.679809,-2.9277728,-7.15213,-2.2732458,-3.1889782,-6.398178,-3.0667126,-6.0867696,-4.492299,-5.1389203,-4.178634,-4.364547,-1.7184004,-2.0354052,-0.96133715,-0.29180098,-0.83600426,1.3146057,1.1909884,1.8454218,3.041817,2.2616081,1.5277449,0.064532615,-1.3062611,-2.0981345,-2.6489606,-1.2628908,-0.860851,-0.63781476,1
34,13,-454.13486,45.93317,15.865415,13.628548,-0.4080266,3.375578,-4.289394,-6.4379716,-9.116124,-2.8576903,-6.7810745,-2.936926,-4.9517417,-1.9849529,-3.6318142,-5.3504524,-1.7812558,-5.8706574,-4.767525,-4.99548,-4.0988584,-4.4545655,-2.7386272,-3.107569,-1.5530826,-1.8398561,-2.4907095,-1.7287607,-3.2335956,-2.825795,-1.5868891,-2.585544,-0.72425765,0.54310197,0.65031934,2.7279892,1.5762253,0.73041314,-1.2482828,-1.5849516,1
35,14,-409.07895,35.596928,7.808085,10.300739,-0.8501765,1.5955898,-2.9657812,-3.9644809,-5.0393395,-1.5041482,-4.3436627,-2.8062975,-5.2725024,-2.5740442,-4.680956,-6.6479006,-2.5858214,-5.526537,-4.0470214,-3.76359,-3.1771472,-2.534656,-1.2955693,-1.6895647,-0.79515064,-0.5729621,0.41214272,1.7374977,0.6029928,0.647963,-0.9140924,-3.9919505,-3.1747043,-2.045934,-1.8272443,-1.5023677,-2.1134298,-1.3673415,-1.2920655,0.4481572,1
36,15,-416.6989,44.893585,10.615052,8.839632,-1.7422537,-0.8263703,-6.6436796,-5.7816825,-7.970582,-2.2352648,-2.2108552,0.2540624,-4.333567,-0.8624069,-2.6368666,-6.9704957,-3.5141723,-6.5796313,-5.4893026,-5.158045,-4.2641797,-4.010948,-2.1140566,-2.0028524,-1.1382669,-0.8291126,-0.60145354,-0.19185005,-0.7298976,-0.4232153,-0.31941986,-0.84950423,-0.7813467,-1.2819661,-0.6969831,0.56767935,-0.096889146,0.525139,-0.21977685,-0.30009362,1
37,16,-436.51328,42.867313,10.98464,10.989164,-0.9470567,2.6110723,-5.042438,-5.2805557,-7.2043476,-3.2925007,-4.990383,-2.7737765,-6.0348964,-3.0584898,-3.60091,-6.80911,-3.6084323,-5.975264,-5.179207,-4.323795,-2.738684,-2.3177383,-0.03273157,-0.36349264,-0.57626873,-1.9378091,-2.6775131,-2.6106238,-2.7715294,-0.6462878,0.9477423,0.9090957,2.1206932,1.7256168,0.2745042,-0.088775076,-2.2350414,-1.3337729,-0.92085385,-0.58717614,1
38,17,-429.02505,56.604324,21.318043,18.99578,5.8373065,4.9811325,-4.154631,-4.7730675,-6.9382606,-2.3831928,-4.6405244,-1.0806328,-6.532662,-3.1891978,-3.123508,-7.3243566,-3.8432941,-5.7309694,-5.95114,-5.4842005,-3.1727061,-4.348094,-3.2815566,-4.4508724,-2.892029,-3.5645504,-3.0774903,-2.3537784,-3.4256024,-2.9914062,-3.1040475,-3.618448,-3.667847,-2.8016922,-2.9372227,-1.1528189,-1.0090446,1.1428052,1.3725759,2.192444,1
39,18,-465.3309,45.11872,17.241459,15.426928,5.1805396,2.9463506,-4.0017014,-6.156253,-7.846354,-3.6836674,-4.5956154,-2.2899382,-4.525441,-2.2782676,-2.800448,-5.3154325,-2.0692406,-5.092283,-5.1094146,-4.217638,-3.3454797,-3.794143,-2.9220269,-3.4602792,-2.957615,-2.6775236,-2.3416772,-1.8615603,-2.5257373,-1.0525584,-0.20730588,-0.62890095,0.41999182,0.65928525,0.06863491,0.50647044,-1.2769856,-0.60299766,-0.97661227,-0.23666334,1
40,19,-437.10422,50.79549,18.30097,17.303814,2.815863,2.7578878,-5.7593107,-6.719689,-7.4839873,-2.5170965,-4.433908,-0.6659209,-5.022757,-1.5235487,-2.345991,-6.458452,-3.2717233,-7.740689,-5.9688387,-5.1448727,-4.142334,-3.7398758,-2.3813236,-2.8560145,-2.3889973,-3.0012176,-3.114997,-1.966915,-2.3884516,-1.3419755,-1.2186966,-1.9794021,-0.5127348,-0.8902445,-0.82114303,-0.5233222,-3.03755,-2.055413,-2.6183543,-1.2352117,1
41,20,-455.73352,49.3834,16.95718,16.058582,3.4729242,5.231702,-4.4084764,-4.2704554,-6.13179,-1.4938108,-4.3426914,-2.8279338,-5.526712,-2.987338,-3.9928133,-6.525862,-3.421652,-6.3311186,-5.2577925,-4.058508,-3.3574107,-3.3014095,-1.3430287,-3.0052693,-1.9383665,-2.7738104,-2.6924453,-1.6843193,-2.555031,-2.1218565,-2.2454329,-3.0458984,-1.862472,-1.1217569,-0.6259884,1.7851408,-0.102723576,0.34128207,-1.5931122,-3.231195,1
42,0,-631.0667,50.624195,7.2258844,26.889431,2.894356,13.031893,5.419765,-1.4343874,2.5708313,0.48483804,-7.0544252,1.3662066,-4.118953,-2.8949094,-1.4699136,-8.499128,-1.1031442,-2.1846364,-1.7966498,-1.5658164,-1.9738203,2.3160684,1.1727798,-0.018581178,1.8120664,-2.4287088,1.0809201,0.34082162,-0.25813568,2.5210009,0.78744197,0.5174535,-2.2432346,-1.3111687,-1.309381,-2.1726944,-2.330505,-2.2080631,-3.570169,-2.3273647,0
43,1,-662.7434,53.78706,12.210201,25.574696,4.7854557,12.392915,3.8395793,-0.04576026,1.6336608,-0.6236115,-8.272601,1.1861669,-3.4797668,-1.218149,-1.9351072,-9.218488,-1.925416,-1.0509406,-1.3019038,-2.5357785,-1.6162795,1.0552919,2.6687083,-1.2134039,-0.5090614,-1.190091,0.4578734,-0.9648008,-1.8829713,0.51614916,2.1060774,3.4945166,0.83245605,0.46238306,-0.40535772,-0.85352015,-3.2796915,-3.1682582,-2.8080618,-0.9878223,0
44,2,-637.1046,62.65635,14.215131,23.19305,4.733357,11.557106,3.72928,0.56446755,-2.3301008,-0.41438413,-7.4039164,0.40033326,-4.7725177,-3.2076037,-3.1184947,-10.404595,-1.0074774,-4.4221535,-2.2949717,-3.5210063,-5.7587366,1.5438439,2.332283,-0.95098007,-1.6817704,0.07645289,-0.46679786,-1.1702623,-0.9281688,-0.9383372,2.523558,2.8115048,0.60165817,-0.14672607,1.3499563,-1.6787809,-3.0883927,-3.470305,-2.6161983,0.54392934,0
45,3,-641.2322,51.47559,9.0072365,25.423521,0.97538644,11.964643,-1.0819539,0.18487266,1.6039027,-1.7542173,-8.995835,1.4058869,-4.9018564,-2.2081218,-2.006112,-10.779682,1.5256724,-2.5849378,-2.3605633,-1.0825645,-2.0150797,1.0943805,0.70612097,-0.1648805,-1.0828383,-0.92369074,1.4210292,-1.3749423,-1.7444807,0.5137288,1.0328985,2.3250856,0.786523,1.067792,2.1154141,-1.1180643,-2.7878492,-3.932027,-3.025792,-0.30118886,0
46,4,-675.0066,73.25242,11.409149,17.646175,7.140621,13.770519,5.780341,4.250672,-0.0403003,-1.037591,-4.021119,-1.7308533,-4.1798315,-2.2094083,-3.087112,-8.331788,-0.72490704,-0.8445246,-0.9852788,-2.8064382,-5.2327614,-0.47736657,2.1134899,-1.077049,-1.0921597,-0.003565965,1.5383159,2.035428,-0.564923,-1.3336768,0.67216736,1.9953595,-0.13700055,0.2229504,1.7902999,-0.56457657,-2.1943567,-2.932217,-2.5370696,-0.72723836,0
47,5,-666.9893,61.006973,16.42581,24.458288,4.5032706,13.321825,3.5361757,0.77337354,1.3016535,-1.8670144,-8.336608,-0.35020643,-4.7974887,-2.3905451,-3.5645127,-10.026147,-1.309466,-1.4440635,-1.4471506,-3.6058202,-3.62188,-0.16351968,2.0065053,0.36630827,0.3431597,-1.7600055,0.12301452,-1.0233648,-2.55061,-0.17639062,0.6592238,2.2787042,-0.2426774,-0.3185979,-0.1258417,-0.029413717,0.07141706,-1.2081996,-2.5353918,-0.6833771,0
48,6,-661.7017,53.665092,14.159746,27.596191,6.8203335,14.502838,6.0635366,0.62822753,1.8588614,-0.5883034,-6.749761,1.0827448,-4.984678,-0.9763143,-2.0474925,-9.60808,-0.52209496,-1.5325507,-2.5687666,-3.6518583,-3.3345509,-0.082118265,2.5984876,0.6925091,1.1498761,-0.20915876,1.9396951,-0.45054895,-2.8318055,0.20114172,-0.2575742,2.5396101,1.9582804,1.8017776,2.0887945,0.45408672,-1.573175,-2.8394642,-2.925974,-1.0994861,0
49,7,-651.7817,63.040447,15.822974,26.521765,5.3805113,17.963774,5.5279393,3.083084,4.896999,0.7928409,-7.0875454,2.4485352,-3.8715944,-0.10809072,-1.1303302,-8.794628,0.99863076,-0.99038464,-2.3211849,-3.1217906,-3.9577656,-0.25100493,2.9191988,-0.41957164,1.3734962,-1.8605562,0.5986934,-0.28620276,-1.9567971,0.91539186,1.1064237,3.6847124,0.7535165,0.116524875,-1.0700622,-1.9633874,-2.4459915,-2.351073,-2.398433,0.21430856,0
50,8,-647.2128,61.41623,21.441776,27.590569,9.949554,19.48568,11.069015,3.483937,3.5700164,3.8160405,-2.043674,3.5437775,-2.1321018,-0.8388016,-2.2519186,-8.188843,-0.5803911,-4.841472,-4.130705,-4.207514,-5.3445406,-1.8386338,-0.92506194,-1.9121773,-1.5860924,-2.9720585,-2.4251347,-2.9093306,-3.6865528,-1.7602576,-0.29635894,1.8875219,0.90306425,-0.7658527,-1.1884269,-2.3882396,-2.1687567,-1.5636961,-1.576056,-0.44251484,0
51,9,-648.4213,64.10402,17.34006,29.824097,8.0222025,18.221731,9.151746,3.305838,5.08512,0.34389636,-5.2452636,3.50844,-2.5196111,0.8945516,-0.4003563,-6.351873,2.260194,-0.044552203,-1.3432343,-3.111852,-4.1594353,-0.62228954,1.893364,-1.1124687,-1.082325,-3.2569976,-1.2592614,-1.7975814,-2.5613923,0.93733865,2.1861513,3.772352,0.39210314,-1.5456588,-2.7760065,-3.8016725,-3.8853343,-4.1366134,-4.370599,-2.1289434,0
